epoch,train_loss,train_top1,eval_loss,eval_top1,eval_top5,eval_fold
0,1.3397612388317401,0.37740384615384615,1.4065897858470953,26.6055046484011,100.0,2
1,1.2571741250845103,0.45913461538461536,1.404962325314863,27.064220244731377,100.0,2
2,1.147314951970027,0.5576923076923077,1.4027600124341633,26.6055046484011,100.0,2
3,1.0233986836213331,0.6382211538461539,1.3999694345194265,26.6055046484011,100.0,2
4,0.9885327953558701,0.6394230769230769,1.3967318337991697,26.6055046484011,100.0,2
5,1.0038901338210473,0.6490384615384616,1.3931807815481763,26.6055046484011,100.0,2
6,0.9339997264055105,0.6766826923076923,1.389485191861424,27.522935841061653,100.0,2
7,0.919095685848823,0.6802884615384616,1.3856151989840586,28.440367033722204,100.0,2
8,0.8917726461703961,0.6959134615384616,1.3816514955748112,29.357798270129283,100.0,2
9,0.904202754680927,0.7067307692307693,1.377710265850802,30.73394505912011,100.0,2
10,0.8957472535280081,0.6971153846153846,1.373670987032969,31.192660655450382,100.0,2
11,0.8806940317153931,0.6850961538461539,1.3696083213211199,31.651376251780658,100.0,2
12,0.8932437575780429,0.7067307692307693,1.3653937523518134,31.192660655450382,100.0,2
13,0.9545691746931809,0.6995192307692307,1.361194885105168,32.11009184811093,100.0,2
14,0.9304965642782358,0.6935096153846154,1.3570046698281524,32.11009184811093,100.0,2
15,0.8057635197272668,0.7620192307692307,1.352764823021145,32.56880737444676,100.0,2
16,0.9264689638064458,0.703125,1.3484583119733617,33.02752297077704,100.0,2
17,0.8248884311089149,0.7487980769230769,1.3442276060034375,33.486238567107314,100.0,2
18,0.8606829184752244,0.7319711538461539,1.3399182394010212,33.944954163437586,100.0,2
19,0.9116998865054204,0.7247596153846154,1.335643695035112,34.86238535609814,100.0,2
20,0.9474592025463398,0.703125,1.331321151978379,36.23853214508897,100.0,2
21,0.8573850209896381,0.7632211538461539,1.3269088344836453,37.15596349523702,100.0,2
22,0.7760721903580886,0.7824519230769231,1.3224948939927128,37.61467902157285,100.0,2
23,0.8194857652370746,0.7403846153846154,1.3180731338098508,38.99082581056367,100.0,2
24,0.8788507947554955,0.7235576923076923,1.3135654729440671,39.44954140689395,100.0,2
25,0.7670092628552363,0.7788461538461539,1.3089882561919886,39.44954140689395,100.0,2
26,0.8466565884076632,0.7415865384615384,1.304396655581413,39.90825707321867,100.0,2
27,0.8418558194087102,0.7439903846153846,1.2997907575117338,40.82568819588477,100.0,2
28,0.8649899271818308,0.7439903846153846,1.2952408451552784,42.2018349848756,100.0,2
29,0.8397487998008728,0.7512019230769231,1.2905977865971556,42.660550581205875,100.0,2
30,0.8028133190595187,0.7740384615384616,1.2859211514849183,43.11926617753615,100.0,2
31,0.8261060164524958,0.7608173076923077,1.2811733320218708,44.49541296652698,100.0,2
32,0.8614763938463651,0.7596153846153846,1.2763841447480229,44.49541296652698,100.0,2
33,0.7850418457618127,0.7860576923076923,1.2715718363403181,45.41284431667503,100.0,2
34,0.7876735558876624,0.8088942307692307,1.2666590224712266,46.330275439341136,100.0,2
35,0.8215079582654513,0.7764423076923077,1.2617928095913808,47.24770663200169,100.0,2
36,0.8314694028634292,0.7536057692307693,1.2569810523899323,49.08256894732834,100.0,2
37,0.7852296966772813,0.7980769230769231,1.2520746594175287,50.00000013998889,100.0,2
38,0.8613263368606567,0.7391826923076923,1.2471359432290454,50.00000013998889,100.0,2
39,0.7999498248100281,0.7728365384615384,1.242199108141278,50.45871566632472,100.0,2
40,0.7165486858441279,0.7980769230769231,1.2372183340405105,51.37614685898527,100.0,2
41,0.7864539118913504,0.7944711538461539,1.2322452396427819,52.752293647976096,100.0,2
42,0.7947040154383733,0.7728365384615384,1.2272415981380218,52.752293647976096,100.0,2
43,0.815435739663931,0.7668269230769231,1.2222875520723675,54.58715596330275,100.0,2
44,0.9105612681462214,0.7295673076923077,1.217355537852016,54.58715596330275,100.0,2
45,0.847714900970459,0.7608173076923077,1.2124608219216724,55.96330275229358,100.0,2
46,0.8504766730161814,0.7776442307692307,1.2075634385467668,55.96330275229358,100.0,2
47,0.7752552995314965,0.8100961538461539,1.2026745748082432,56.42201834862385,100.0,2
48,0.7276164522537818,0.8137019230769231,1.1976406443009682,56.42201834862385,100.0,2
49,0.7663654272372906,0.7944711538461539,1.1926414441624913,56.88073394495413,100.0,2
50,0.8149395401661212,0.7572115384615384,1.1876279793748068,57.3394495412844,100.0,2
51,0.7326240447851328,0.8221153846153846,1.1825989211371186,57.79816513761468,100.0,2
52,0.732740017083975,0.8064903846153846,1.1775877322625676,58.25688073394495,100.0,2
53,0.6945677949832036,0.8377403846153846,1.172549321017134,58.71559633027523,100.0,2
54,0.8454323090039767,0.7692307692307693,1.1673906297858703,59.174311926605505,100.0,2
55,0.910912811756134,0.7463942307692307,1.1623077305085068,60.0917435042355,100.0,2
56,0.822101877285884,0.7920673076923077,1.1572193016699694,61.00917462690161,100.0,2
57,0.8147213459014893,0.7800480769230769,1.1521319861805768,61.00917462690161,100.0,2
58,0.6847140422234168,0.8425480769230769,1.1469748206094865,61.00917462690161,100.0,2
59,0.8175357580184937,0.8076923076923077,1.141745909638361,61.00917462690161,100.0,2
60,0.8153288593659034,0.7584134615384616,1.1366448041495927,61.46789015323744,100.0,2
61,0.8159564871054429,0.7932692307692307,1.1314367362118642,61.92660574956771,100.0,2
62,0.8517578473457923,0.7836538461538461,1.1264214187587074,62.38532173086744,100.0,2
63,0.8008579061581538,0.7860576923076923,1.121352221987663,63.76146851985826,100.0,2
64,0.7876753807067871,0.8052884615384616,1.116238849972366,63.76146851985826,100.0,2
65,0.8003720090939448,0.7872596153846154,1.1111037479628116,64.67889971251881,100.0,2
66,0.7601264256697434,0.8245192307692307,1.1060278437553195,65.13761492387964,100.0,2
67,0.7314619055161109,0.8401442307692307,1.1008854426375223,65.13761492387964,100.0,2
68,0.6583579045075637,0.859375,1.0958272010908214,65.59633052020992,100.0,2
69,0.799399733543396,0.7956730769230769,1.0906739223987685,66.97247730920074,100.0,2
70,0.8489671624623812,0.7824519230769231,1.085637573802143,66.97247730920074,100.0,2
71,0.8061306843390832,0.7992788461538461,1.080529032497231,66.97247730920074,100.0,2
72,0.8032252559295068,0.7896634615384616,1.0755498376461343,67.43119290553102,100.0,2
73,0.7755609200550959,0.8125,1.0704798698425293,67.43119290553102,100.0,2
74,0.7160938244599563,0.7956730769230769,1.0654268866285272,66.97247730920074,100.0,2
