Model,Accuracy,F1-Score,Sensitivity,Specificity,TPR,FPR,PPV,NPV,AUC,acc_1,acc_2,acc_3,acc_4
CSWin_96_24322_base_224,0.7945205479452054,0.7986803120115005,0.7946891272978229,0.9308574813738355,0.7946891272978229,0.44869909502262445,0.8060936151855047,0.930907609516501,0.9373257085637327,0.8260869565217391,0.8253968253968254,0.7090909090909091,0.8181818181818182
