Model,Accuracy,F1-Score,Sensitivity,Specificity,TPR,FPR,PPV,NPV,AUC,acc_1,acc_2,acc_3,acc_4
CSWin_64_12211_tiny_224_fold_2,0.7885714285714286,0.7922289041487655,0.7927527162576409,0.9286780273864903,0.7927527162576409,0.5037165775401069,0.7923169267707083,0.9288591392780466,0.9336759507077367,0.8529411764705882,0.8333333333333334,0.7021276595744681,0.782608695652174
