epoch,train_loss,train_top1,eval_loss,eval_top1,eval_top5
0,1.30481675863266,40.46875,1.5120901484467668,17.808219243402352,100.0
1,1.092372864484787,59.53125,1.5092452726407684,17.808219243402352,100.0
2,1.0506995499134064,62.8125,1.5054567937981593,17.808219243402352,100.0
3,1.0379847764968873,60.625,1.5013370987487167,17.808219243402352,100.0
4,0.9400195717811585,67.03125,1.4968951222014755,18.26484015216566,100.0
5,0.9515816628932953,70.0,1.4922213162461373,18.26484015216566,100.0
6,0.8222825586795807,72.65625,1.4874118991094092,18.72146115673187,100.0
7,0.8832630395889283,74.6875,1.4826976790275748,19.178082161298082,100.0
8,0.8473197400569916,73.59375,1.4778455729898252,19.178082161298082,100.0
9,0.8392460167407989,74.21875,1.4730673326204902,19.63470316586429,100.0
10,0.8623074114322662,75.15625,1.4682707933530414,20.0913241704305,100.0
11,0.8385229349136353,76.09375,1.4635670849177391,21.00456617956292,100.0
12,0.7369210481643677,81.875,1.458855992582835,21.00456617956292,100.0
13,0.8314536273479461,78.75,1.4541890196604272,21.00456617956292,100.0
14,0.8014196932315827,79.21875,1.4495913715667377,21.00456617956292,100.0
15,0.7494589388370514,80.3125,1.4450735392635816,21.46118718412913,100.0
16,0.8289952397346496,74.21875,1.4404769771175296,21.46118718412913,100.0
17,0.7602638721466064,80.0,1.4359465167947012,21.917808188695343,100.0
18,0.7110985219478607,80.46875,1.4313460773528983,21.917808188695343,100.0
19,0.7302579581737518,81.25,1.426723624473293,21.917808188695343,100.0
20,0.8647860288619995,72.34375,1.4221258495496287,21.917808188695343,100.0
21,0.7418306648731232,82.1875,1.4175267883631737,22.37442919326155,100.0
22,0.6470054626464844,86.40625,1.412943153620855,22.83105019782776,100.0
23,0.7934835374355316,77.65625,1.4083990098134567,22.83105019782776,100.0
24,0.7605107665061951,81.25,1.4038694133497265,23.287671202393973,100.0
25,0.5847014307975769,88.90625,1.3993155896391498,23.744292206960182,100.0
26,0.735108596086502,85.15625,1.3946657610810511,24.20091321152639,100.0
27,0.8190775454044342,79.6875,1.390084325995075,25.114155220658812,100.0
28,0.918388819694519,72.03125,1.3854205744451584,25.57077622522502,100.0
29,0.7420459032058716,80.625,1.3808131756847852,26.484018234357443,100.0
30,0.6998350918292999,84.6875,1.3761694572831942,26.94063923892365,100.0
31,0.7695131063461303,83.59375,1.371516308283697,26.94063923892365,100.0
32,0.7999752581119537,80.0,1.3668963664198575,27.39726024348986,100.0
33,0.7270299434661865,81.09375,1.3624217281602833,27.39726024348986,100.0
34,0.7575120806694031,81.5625,1.3580129685467237,27.39726024348986,100.0
35,0.6832271575927734,87.5,1.3534963925679524,27.39726024348986,100.0
36,0.6369969874620438,88.4375,1.3489128922762936,28.310502274395667,100.0
37,0.7136196553707123,85.3125,1.3442208854030802,28.76712327896188,100.0
38,0.6262715786695481,87.03125,1.3396614398041817,28.76712327896188,100.0
39,0.8182398915290833,82.34375,1.3352138925360761,29.223744283528088,100.0
40,0.6424507111310959,85.9375,1.3308164757680676,30.13698629266051,100.0
41,0.7391828387975693,82.5,1.326388297560008,31.050228301792927,100.0
42,0.70398990213871,84.21875,1.3218937344747046,31.050228301792927,100.0
43,0.6222245007753372,87.65625,1.3174125222854962,31.50684930635914,100.0
44,0.7132164239883423,84.84375,1.3130654455864266,31.96347031092535,100.0
45,0.6800796747207641,88.125,1.3087000384178336,32.42009131549156,100.0
46,0.6660737425088883,87.96875,1.3042568436496333,32.42009131549156,100.0
47,0.6929408431053161,86.40625,1.2998266764427429,32.87671232005777,100.0
48,0.6257404178380966,90.46875,1.2954342974919706,32.87671232005777,100.0
49,0.7167925238609314,85.78125,1.2909993390514427,33.78995432919019,100.0
50,0.7122284919023514,86.5625,1.2865009678008894,34.703196338322606,100.0
51,0.5802597165107727,90.15625,1.282112570658122,35.15981734288882,100.0
52,0.8018384426832199,83.75,1.277619817485548,35.61643834745503,100.0
53,0.6217737942934036,88.28125,1.2732143995424383,35.61643834745503,100.0
54,0.6847845524549484,86.875,1.2688490849107368,36.07305935202124,100.0
55,0.7269155263900757,85.0,1.264391581217448,36.52968035658745,100.0
56,0.5847233146429062,89.84375,1.2601269429132818,36.98630136115366,100.0
57,0.639467841386795,88.4375,1.2557212255861117,36.98630136115366,100.0
58,0.6098114311695099,90.15625,1.2514230682425302,36.98630136115366,100.0
59,0.6191039890050888,86.71875,1.2471338085932275,37.89954337028608,100.0
60,0.6436768174171448,87.8125,1.242776320949537,38.8127853794185,100.0
61,0.5986258149147033,91.875,1.2385512007970243,39.26940638398471,100.0
62,0.6067605406045914,88.59375,1.2342947982761958,38.8127853794185,100.0
63,0.5936222225427628,90.78125,1.2299886087304381,39.72602738855092,100.0
64,0.6587523996829987,84.84375,1.2258161039657245,40.63926939768334,100.0
65,0.5826861292123795,90.78125,1.2216054881544418,42.00913241138197,100.0
66,0.7120483577251434,84.6875,1.2173155192370828,42.00913241138197,100.0
67,0.6545588821172714,90.15625,1.2130492865767109,42.46575341594818,100.0
