epoch,train_loss,train_train_top1,eval_loss,eval_top1,eval_top5
0,1.312524551153183,0.4015625,1.4020396226072964,27.39726033929276,100.0
1,1.1758167147636414,0.525,1.3993516142509843,26.94063933472655,100.0
2,1.0861998826265336,0.6078125,1.3956675066795523,27.39726033929276,100.0
3,1.0181314080953598,0.6421875,1.3911416808219805,27.39726024348986,100.0
4,0.9683679610490799,0.65625,1.3862075936304379,27.853881269829458,100.0
5,0.9436070501804352,0.6859375,1.380996622995699,29.223744283528088,100.0
6,0.967518824338913,0.6625,1.3756124456179197,30.59360729722672,100.0
7,0.8857567548751831,0.6953125,1.3701307289132245,31.50684944570881,100.0
8,0.9424360930919647,0.6875,1.3645262941377891,31.96347045027502,100.0
9,0.8898977547883987,0.7296875,1.3588754020325124,33.33333346397365,100.0
10,0.827258762717247,0.7609375,1.353079456716912,33.33333346397365,100.0
11,0.8521646142005921,0.73125,1.347213785397952,34.70319638186938,100.0
12,0.8573229968547821,0.7171875,1.3412981730073554,37.44292231346374,100.0
13,0.8279722303152084,0.7625,1.3352428135806567,38.356164322596165,100.0
14,0.8198236495256424,0.7515625,1.329020355390087,39.26940633172858,100.0
15,0.8634241580963135,0.734375,1.322845756191097,39.26940633172858,100.0
16,0.9155282646417617,0.7390625,1.3167024518801198,40.63926952832366,100.0
17,0.8518265843391418,0.7546875,1.310576002347415,41.09589053288987,100.0
18,0.8173553496599197,0.7578125,1.304386963038684,42.009132542022286,100.0
19,0.8307021856307983,0.75,1.2980814616974086,42.92237469050438,100.0
20,0.7717445015907287,0.7859375,1.2917800129276433,44.74885870876922,100.0
21,0.8472742676734925,0.7859375,1.2855101851023496,46.118721722467846,100.0
22,0.8413487136363983,0.771875,1.2791706394387163,46.57534239607859,100.0
23,0.8792255043983459,0.734375,1.2729972296109482,47.945205409777216,100.0
24,0.794080650806427,0.784375,1.2667284507185357,48.40182641434343,100.0
25,0.882889699935913,0.746875,1.2602764411604024,48.40182641434343,100.0
26,0.8020087242126465,0.7703125,1.253938145289138,48.85844741890964,100.0
27,0.8065553516149521,0.7890625,1.2474623733459542,48.4018267452989,100.0
28,0.7811914265155793,0.778125,1.240943123760833,48.4018267452989,100.0
29,0.7429606914520264,0.8125,1.2343250474973357,49.31506875443132,100.0
30,0.8237813025712967,0.778125,1.2277138314835012,50.22831076356374,100.0
31,0.8050019204616546,0.803125,1.2211317341077272,50.22831076356374,100.0
32,0.7989565759897232,0.7953125,1.2144739393774233,51.59817377726237,100.0
33,0.7809682816267014,0.78125,1.2078059236752932,51.59817377726237,100.0
34,0.8250964939594269,0.76875,1.2011239245601986,51.59817377726237,100.0
