epoch,train_loss,train_train_top1,eval_loss,eval_top1,eval_top5
0,1.3354142785072327,0.3828125,1.4027253051871034,27.39726033929276,100.0
1,1.2850886225700378,0.4515625,1.401762814826617,27.39726033929276,100.0
2,1.1871407866477965,0.5421875,1.400529713391169,27.39726033929276,100.0
3,1.0639201760292054,0.615625,1.398828775915381,27.39726033929276,100.0
4,0.9899506568908691,0.6734375,1.396932663438527,27.39726033929276,100.0
5,0.9889660894870758,0.6609375,1.3947294607554397,26.94063933472655,100.0
6,0.9066565096378326,0.6984375,1.3923111517135411,26.94063933472655,100.0
7,0.8512896060943603,0.7234375,1.3898297254353353,27.39726024348986,100.0
8,0.9061822414398193,0.7109375,1.3871521165926162,28.310502274395667,100.0
9,0.9128925442695618,0.725,1.3845065875684834,28.310502274395667,100.0
10,0.9042232275009155,0.6875,1.3818294038511303,28.76712327896188,100.0
11,0.8784866869449616,0.7046875,1.379128049497735,30.13698629266051,100.0
12,0.8947863519191742,0.721875,1.3763903542740705,31.050228301792927,100.0
13,0.958529394865036,0.69375,1.3737100602284957,31.050228301792927,100.0
14,0.9066965281963348,0.7046875,1.370913924691884,31.96347045027502,100.0
15,0.8426587343215942,0.734375,1.3681234698317366,31.96347045027502,100.0
16,0.8901809990406037,0.7078125,1.3652862941837747,32.42009145484123,100.0
17,0.8321200728416442,0.759375,1.3624212496901211,32.87671245940744,100.0
18,0.900525689125061,0.709375,1.3595639510786153,34.24657547310607,100.0
19,0.954691469669342,0.7328125,1.3566814622922576,34.24657547310607,100.0
20,0.9086552917957306,0.7578125,1.3537909592667672,34.24657547310607,100.0
21,0.8463855683803558,0.746875,1.3509157988578762,34.24657547310607,100.0
22,0.8369299650192261,0.75,1.347992210627691,34.24657547310607,100.0
23,0.8198354959487915,0.7734375,1.3450220142869644,35.6164383910018,100.0
24,0.8769972920417786,0.7359375,1.3419745964546725,36.98630130889753,100.0
25,0.7718780875205994,0.7625,1.338981256637399,38.356164322596165,100.0
26,0.8332161724567413,0.7625,1.335925477824799,38.356164322596165,100.0
27,0.8096721351146698,0.75625,1.3328482974065494,38.81278532716237,100.0
28,0.8507476568222045,0.73125,1.3297219526822164,39.26940633172858,100.0
29,0.7923495233058929,0.7953125,1.32662696054537,39.26940633172858,100.0
30,0.8107683956623077,0.7640625,1.3234281632453884,39.26940633172858,100.0
31,0.8307220339775085,0.7625,1.3203125070763506,39.26940633172858,100.0
32,0.8121007680892944,0.7984375,1.3171066753396161,39.26940633172858,100.0
33,0.7531996607780457,0.8046875,1.313957340641109,39.72602733629479,100.0
34,0.8304295539855957,0.7671875,1.3107828418958132,40.182648245058104,100.0
35,0.8039879500865936,0.79375,1.307639362605195,40.63926924962431,100.0
36,0.7746062338352203,0.8015625,1.3044675517844282,41.552511398106404,100.0
37,0.7557316601276398,0.815625,1.3012898915434536,43.83561656028713,100.0
38,0.8353817582130432,0.765625,1.298114798929049,44.29223770420301,100.0
39,0.812946492433548,0.7796875,1.294948967080138,44.74885870876922,100.0
40,0.7088689267635345,0.8171875,1.2917328904208527,44.74885870876922,100.0
