Model,Accuracy,F1-Score,Sensitivity,Specificity,TPR,FPR,PPV,NPV,AUC,acc_1,acc_2,acc_3,acc_4
CSWin_64_24322_small_224,0.7671232876712328,0.7740132360905867,0.7665270719618547,0.9213973147957358,0.7665270719618547,0.4239452355703681,0.7875690479145978,0.9214303122309233,0.9400642586965293,0.8043478260869565,0.8253968253968254,0.7090909090909091,0.7272727272727273
