epoch,train_loss,train_top1,eval_loss,eval_top1,eval_top5
0,1.3527660489082336,34.53125,1.4186716711140115,23.287671494157347,100.0
1,1.2424892425537108,48.4375,1.4174650695225963,23.744292498723556,100.0
2,1.1224674820899962,59.53125,1.4157576348683605,23.744292498723556,100.0
3,1.0994118809700013,56.40625,1.4136179745469464,23.744292498723556,100.0
4,1.0621090710163117,58.90625,1.4110487024533693,24.200913503289765,100.0
5,1.0234640419483185,65.46875,1.4082899447445456,24.657534507855978,100.0
6,0.9233826994895935,67.96875,1.405350510932539,25.114155512422187,100.0
7,0.9266580939292908,69.21875,1.4023246438535926,25.570776516988396,100.0
8,0.8685208439826966,72.34375,1.399234921420546,26.484018526120817,100.0
9,0.9075718581676483,71.875,1.3960529799875059,26.940639530687026,100.0
10,0.8401261985301971,74.53125,1.3928204921826923,27.853881539819447,100.0
11,0.9165499329566955,72.03125,1.3895373632918755,28.310502544385656,100.0
12,0.8779644548892975,73.59375,1.3863043959282304,29.223744553518078,100.0
13,0.9539792478084564,69.6875,1.3830531797452605,29.223744553518078,100.0
14,0.8672868728637695,74.0625,1.379781654980629,29.680365558084286,100.0
15,0.8852888524532319,70.46875,1.3765613586390943,30.593607567216708,100.0
16,0.8222816407680511,75.0,1.3733037301938829,31.050228240827447,100.0
17,0.818184095621109,78.75,1.3700207782118288,31.506849245393656,100.0
18,0.8522565364837646,74.84375,1.3667192916347557,31.050228571782917,100.0
19,0.8426104426383972,74.6875,1.363342267737541,31.50684957634913,100.0
20,0.7492432534694672,81.09375,1.360055841267381,31.96347024995987,100.0
21,0.8065267264842987,77.34375,1.3566827991781714,32.87671225909229,100.0
22,0.8080016553401947,76.71875,1.3532578961489952,33.333333263658496,100.0
23,0.8135259926319123,79.0625,1.3499204949156878,33.333333263658496,100.0
24,0.8828686237335205,74.375,1.3464607452148716,33.789954268224704,100.0
25,0.8105108916759491,75.46875,1.3429799058121634,35.15981728192334,100.0
26,0.8220994651317597,79.6875,1.3395044928816355,36.073059291055756,100.0
27,0.8564279854297638,78.125,1.336014889690974,36.529680295621965,100.0
28,0.7772878527641296,80.78125,1.33260528518729,36.98630130018818,100.0
29,0.7985406816005707,78.59375,1.3291173601803714,37.44292230475439,100.0
30,0.7416428744792938,80.15625,1.3257054596731108,37.8995433093206,100.0
31,0.7588849782943725,81.5625,1.3221967987818262,39.726027327585435,100.0
32,0.888736367225647,70.9375,1.3186888150428528,39.726027327585435,100.0
33,0.8510101079940796,77.96875,1.315209044713408,40.18264833215165,100.0
34,0.8039960026741028,78.90625,1.311693726064952,41.09589034128407,100.0
35,0.8084860026836396,77.5,1.3081865185471975,41.55251148519995,100.0
36,0.7967571914196014,83.125,1.3047211208299958,42.46575363368204,100.0
37,0.7934933483600617,80.0,1.3011533479167992,42.92237463824825,100.0
