Model,Accuracy,F1-Score,Sensitivity,Specificity,TPR,FPR,PPV,NPV,AUC,acc_1,acc_2,acc_3,acc_4
CSWin_64_12211_tiny_224_fold_1,0.8333333333333334,0.8480269508230035,0.8501605814739689,0.9417566289661866,0.8501605814739689,0.5098443223443223,0.8487933849775955,0.942490667450846,0.9344235911162473,0.9310344827586207,0.95,0.6862745098039216,0.8333333333333334
