epoch,train_loss,eval_loss,eval_top1,eval_top5
0,1.329858911037445,1.4027055229770538,27.853881343858973,100.0
1,1.286965537071228,1.4017889505107652,27.39726033929276,100.0
2,1.1816688537597657,1.4004228882593652,27.39726033929276,100.0
3,1.0556670665740966,1.3987914497993852,27.853881343858973,100.0
4,0.99690762758255,1.3968218559543837,27.39726033929276,100.0
5,0.9800240099430084,1.3946274007292099,27.39726033929276,100.0
6,0.9084441244602204,1.3922459698158856,26.94063933472655,100.0
7,0.8737649917602539,1.3897902491974503,27.39726024348986,100.0
8,0.9013487279415131,1.3871867956091823,28.76712327896188,100.0
9,0.921601128578186,1.384560229027108,28.76712327896188,100.0
10,0.9105732679367066,1.3819583322359548,29.223744283528088,100.0
11,0.8932818412780762,1.3792826878970073,30.59360729722672,100.0
12,0.8860738039016723,1.3765442213511359,30.59360729722672,100.0
13,0.9624001443386078,1.3738156660506715,30.59360729722672,100.0
14,0.9147819101810455,1.3710860101055338,31.50684944570881,100.0
15,0.8394255816936493,1.3682727176849157,31.96347045027502,100.0
16,0.9003811538219452,1.3655180571830436,32.42009145484123,100.0
17,0.8271772146224976,1.3627432367028711,32.42009145484123,100.0
18,0.9069429397583008,1.3598806787299238,33.78995446853986,100.0
19,0.958202475309372,1.3571236634363322,33.78995446853986,100.0
20,0.9157637476921081,1.354345925866741,34.24657547310607,100.0
21,0.8474436700344086,1.351454083777998,34.24657547310607,100.0
22,0.8389008343219757,1.3485465931565794,34.24657547310607,100.0
23,0.8264710664749145,1.3456725132519796,34.70319638186938,100.0
24,0.8757506787776947,1.3427890735129788,36.52968030433132,100.0
25,0.7919306755065918,1.339892307917277,36.52968030433132,100.0
26,0.8378570079803467,1.3369124599787743,37.44292231346374,100.0
27,0.8082048177719117,1.3339695239175944,39.26940633172858,100.0
28,0.8683417856693267,1.3310355688338955,39.26940633172858,100.0
29,0.8110320031642914,1.3280371378545892,39.26940633172858,100.0
30,0.8173428297042846,1.3249748847255969,39.26940633172858,100.0
31,0.8551257491111756,1.3219604535734273,39.26940633172858,100.0
32,0.8314428210258484,1.31892014638474,39.269406235925686,100.0
33,0.7729675114154816,1.3158377800902274,39.726027240491895,100.0
34,0.8483648002147675,1.3127879029539622,39.726027240491895,100.0
35,0.8334870636463165,1.3097394242134268,41.095890393540195,100.0
36,0.7940952897071838,1.3067438324836835,42.009132542022286,100.0
37,0.7723335564136505,1.3036359352608249,42.922374551154704,100.0
38,0.868168044090271,1.3005911487422577,42.922374551154704,100.0
39,0.8537832796573639,1.2975087911570997,42.922374551154704,100.0
40,0.7312837362289428,1.2943922313925338,43.37899555572092,100.0
41,0.8233017563819885,1.2913356660163566,44.748858569419546,100.0
42,0.7892795622348785,1.2882163851228479,45.20547971333543,100.0
43,0.8182263314723969,1.2851240722011759,45.66210071790164,100.0
44,0.9604462146759033,1.2820428054626674,46.57534272703406,100.0
45,0.8259543359279633,1.2788828301103148,46.57534272703406,100.0
46,0.8656919300556183,1.2757291042641417,47.48858440521101,100.0
47,0.8561050355434418,1.2725692007639637,47.48858440521101,100.0
48,0.7742451667785645,1.269466609170992,47.48858473616648,100.0
49,0.8006447076797485,1.2662720995950916,47.48858473616648,100.0
50,0.8891259551048278,1.2631310306183279,47.48858473616648,100.0
51,0.7827385306358338,1.260012942906384,47.94520574073269,100.0
52,0.73696049451828,1.2568055364094912,48.85844774986511,100.0
53,0.7258784413337708,1.2536590491255668,49.31506875443132,100.0
54,0.9018543899059296,1.250536978516949,49.77168975899753,100.0
55,0.928459233045578,1.2473642858740401,49.77168975899753,100.0
56,0.8876837193965912,1.2441951989038895,49.77168975899753,100.0
57,0.8443436026573181,1.2410462049588764,49.77168975899753,100.0
58,0.739135479927063,1.2378690732668525,49.77168975899753,100.0
59,0.9211938440799713,1.2347045516314572,50.22831076356374,100.0
