Model,Accuracy,F1-Score,Sensitivity,Specificity,TPR,FPR,PPV,NPV,AUC,acc_1,acc_2,acc_3,acc_4
CSWin_64_12211_tiny_224_fold_4,0.8114285714285714,0.8029986619432274,0.8058177467204376,0.9370266143665866,0.8058177467204376,0.4681605975723623,0.8172018966280031,0.9387765112078621,0.9511483807513734,0.8085106382978723,0.9074074074074074,0.625,0.8823529411764706
