Model,Accuracy,F1-Score,Sensitivity,Specificity,TPR,FPR,PPV,NPV,AUC,acc_1,acc_2,acc_3,acc_4
CSWin_64_12211_tiny_224_fold_0,0.867816091954023,0.868667028483705,0.8720540747979773,0.9560278842788621,0.8720540747979773,0.5259426847662142,0.8670060518402923,0.9555553872973996,0.9578528538408488,0.9512195121951219,0.8269230769230769,0.8181818181818182,0.8918918918918919
