epoch,train_loss,train_top1,eval_loss,eval_top1,eval_top5
0,1.3362744450569153,39.0625,1.4027089620834072,27.39726033929276,100.0
1,1.2874666929244996,42.03125,1.4017541920213394,27.39726033929276,100.0
2,1.1823096513748168,55.625,1.4004858699563432,27.39726033929276,100.0
3,1.0559654474258422,64.84375,1.3988052965843514,27.39726033929276,100.0
4,1.0078501403331757,64.21875,1.3968525379215746,27.39726033929276,100.0
5,0.9837017297744751,67.65625,1.3946572416993581,27.39726033929276,100.0
6,0.9031754255294799,70.3125,1.3922925463550166,26.94063933472655,100.0
7,0.8617079019546509,70.9375,1.389775148265438,28.310502274395667,100.0
8,0.9053542673587799,70.15625,1.3871898912403682,28.310502274395667,100.0
9,0.9183529496192933,72.1875,1.3844733880535107,28.310502274395667,100.0
10,0.9195446372032166,67.1875,1.3818122480557933,28.76712327896188,100.0
11,0.889463073015213,68.59375,1.3790985879288415,30.13698629266051,100.0
12,0.8811850070953369,73.4375,1.3763962347213536,30.59360729722672,100.0
13,0.9530822694301605,70.78125,1.3736126477315547,31.50684930635914,100.0
14,0.9120180547237396,70.46875,1.3707793417586585,31.96347045027502,100.0
15,0.8367640256881714,73.28125,1.368020809404382,31.96347045027502,100.0
16,0.8880270779132843,70.9375,1.3651162015792986,32.42009145484123,100.0
17,0.8188035309314727,76.71875,1.3622551715537294,32.87671245940744,100.0
18,0.8930403172969819,71.875,1.3593831372587648,33.78995446853986,100.0
19,0.9545850872993469,73.4375,1.3565182468118189,33.78995446853986,100.0
20,0.9099355459213256,74.375,1.353591379509669,33.78995446853986,100.0
21,0.852295982837677,74.6875,1.3506811987863827,34.24657547310607,100.0
22,0.8318060040473938,76.875,1.3477602353379063,34.24657547310607,100.0
23,0.8200634121894836,74.0625,1.3447922985303347,34.24657547310607,100.0
24,0.8666345596313476,74.21875,1.341791075114246,37.44292231346374,100.0
25,0.7735419332981109,78.75,1.3386838207506153,37.899543318029956,100.0
26,0.8279256522655487,77.8125,1.3355418906364267,38.81278532716237,100.0
27,0.815383505821228,75.9375,1.3324617593800097,39.269406235925686,100.0
28,0.8588493406772614,73.90625,1.3293210137380314,39.726027240491895,100.0
29,0.804821890592575,79.53125,1.326258954936511,39.726027240491895,100.0
30,0.7987777709960937,78.28125,1.3232001164188123,39.726027240491895,100.0
31,0.832235848903656,76.40625,1.3200932909908905,39.269406235925686,100.0
32,0.8130823493003845,79.53125,1.3169503718206328,39.726027240491895,100.0
33,0.7424048960208893,80.625,1.3138126352606299,39.726027240491895,100.0
34,0.8196046054363251,78.28125,1.310653861254862,40.182648245058104,100.0
35,0.8052659273147583,79.0625,1.307444320421785,42.00913226332295,100.0
36,0.7779541611671448,78.59375,1.3043234136006603,42.46575340723883,100.0
37,0.7462426781654358,82.34375,1.3012157923554721,43.83561656028713,100.0
38,0.8370752811431885,76.875,1.298061586406133,43.83561656028713,100.0
39,0.827502989768982,77.5,1.294907848040263,44.292237425503664,100.0
40,0.7045955121517181,80.46875,1.291734062373366,44.74885843006987,100.0
41,0.7873220622539521,80.78125,1.2884803852534186,45.662100578551964,100.0
42,0.7413668632507324,81.09375,1.285300160651882,46.11872158311818,100.0
43,0.7725906431674957,79.21875,1.2820718881746405,46.57534258768439,100.0
44,0.9223874390125275,72.1875,1.2787534570040768,47.0319635922506,100.0
45,0.7808575451374054,77.5,1.275508114736374,47.48858459681681,100.0
46,0.8290166318416595,80.9375,1.2722649955314045,47.945205601383016,100.0
47,0.8222370386123657,78.28125,1.2690498823444594,47.945205601383016,100.0
