Model,Accuracy,F1-Score,Sensitivity,Specificity,TPR,FPR,PPV,NPV,AUC,acc_1,acc_2,acc_3,acc_4
CSWin_64_12211_tiny_224,0.7808219178082192,0.7852425434427116,0.7818950373298199,0.9262865700022052,0.7818950373298199,0.46735785953177256,0.7915275748379603,0.9261828126707006,0.9440348556703704,0.8043478260869565,0.7777777777777778,0.7454545454545455,0.8
