Model,Accuracy,F1-Score,Sensitivity,Specificity,TPR,FPR,PPV,NPV
CSWin,0.7899543378995434,0.7905030377921942,0.7865863604994039,0.9289433515166632,0.7865863604994039,0.47756410256410253,0.8012702317237159,0.9301814958958703
