Model,Accuracy,F1-Score,Sensitivity,Specificity,TPR,FPR,PPV,NPV
CSWin-tiny-head,0.7351598173515982,0.7360276305315896,0.7314637053767488,0.9105736244112108,0.7314637053767488,0.47502104377104376,0.7457610764060444,0.9117284593847731
