epoch,train_loss,train_top1,eval_loss,eval_top1,eval_top5,eval_fold
0,1.3359126219382653,0.3786057692307692,1.3889157050246492,28.44036716496179,100.0,4
1,1.2637621897917528,0.4495192307692308,1.3876007893763551,29.357798287627894,100.0,4
2,1.1500132358991182,0.5528846153846154,1.3856306010430013,30.275229480288445,100.0,4
3,1.034851427261646,0.6334134615384616,1.383146004939298,30.73394507661872,100.0,4
4,0.9660344398938693,0.6802884615384616,1.3803312647233315,30.73394507661872,100.0,4
5,1.0433589816093445,0.6117788461538461,1.3771804363355724,31.65137626927927,100.0,4
6,0.9212960417454059,0.6682692307692307,1.3738318856703031,32.11009186560955,100.0,4
7,0.9107598799925584,0.6947115384615384,1.3703459709062489,32.11009186560955,100.0,4
8,0.9267542316363409,0.6706730769230769,1.3668365358212673,32.11009186560955,100.0,4
9,0.8882520015423114,0.7055288461538461,1.3632684246115727,32.56880746193982,100.0,4
10,0.9127523623980008,0.6790865384615384,1.3596646052981736,33.0275230582701,100.0,4
11,0.8819596721575811,0.7115384615384616,1.3560083601452888,33.0275230582701,100.0,4
12,0.8838576628611639,0.7139423076923077,1.3522606070982206,33.94495425093065,100.0,4
13,0.9571172549174383,0.6850961538461539,1.3484345313605912,33.94495425093065,100.0,4
14,0.9434601160196158,0.6911057692307693,1.3446275575445332,33.94495425093065,100.0,4
15,0.8111501657045804,0.7608173076923077,1.340766515206853,35.32110103992147,100.0,4
16,0.9106257145221417,0.6995192307692307,1.3368571854512625,36.238532232582024,100.0,4
17,0.8086310946024381,0.7596153846153846,1.332844022217147,37.155963425242575,100.0,4
18,0.8573819490579458,0.7331730769230769,1.3288606908343255,38.532110301726455,100.0,4
19,0.9139871551440313,0.7355769230769231,1.3248795467779177,38.532110301726455,100.0,4
20,0.942816436290741,0.7151442307692307,1.3208598904653426,39.908257020722836,100.0,4
21,0.8463835028501657,0.7608173076923077,1.3167879636134576,40.82568814338894,100.0,4
22,0.7670398033582247,0.7788461538461539,1.312726309540075,41.28440373971922,100.0,4
23,0.817489871611962,0.7512019230769231,1.308555604121007,42.20183486238532,100.0,4
24,0.860477823477525,0.7451923076923077,1.3042771214738897,42.20183486238532,100.0,4
25,0.7894771099090576,0.7524038461538461,1.300052216293615,42.20183486238532,100.0,4
26,0.8308000060228201,0.7632211538461539,1.2958264525877226,43.577982036345595,100.0,4
27,0.8305637332109305,0.7644230769230769,1.2915241729228868,45.4128444216667,100.0,4
28,0.8559945500813998,0.7475961538461539,1.2873112860075924,45.87156001799697,100.0,4
29,0.8302180537810693,0.7788461538461539,1.2830246369773095,47.24770673699335,100.0,4
30,0.815841175042666,0.7896634615384616,1.27873250869436,47.70642233332363,100.0,4
31,0.8334263700705308,0.7307692307692307,1.2744881056864328,47.70642233332363,100.0,4
32,0.833982527256012,0.7836538461538461,1.2701509075427273,47.70642233332363,100.0,4
33,0.7800801809017475,0.7860576923076923,1.2658378848242104,47.70642233332363,100.0,4
34,0.7979114880928626,0.7932692307692307,1.2614884474955568,48.1651379296539,100.0,4
35,0.8076690297860366,0.78125,1.2571551777900907,50.458715911305276,100.0,4
36,0.814699975343851,0.7764423076923077,1.2528214607763728,50.000000314975004,100.0,4
37,0.7903984326582688,0.7788461538461539,1.248464563570985,50.917431437641106,100.0,4
38,0.8523615231880775,0.7403846153846154,1.244029671773998,50.917431437641106,100.0,4
39,0.8213878594912015,0.7848557692307693,1.2395420949393456,51.83486263030166,100.0,4
40,0.71887541275758,0.8088942307692307,1.2351343522378064,52.29357861160138,100.0,4
41,0.7762919756082388,0.7944711538461539,1.23066849117979,52.752294207931655,100.0,4
42,0.7964625175182636,0.7836538461538461,1.2262715341847972,53.211009804261934,100.0,4
43,0.8161910130427434,0.7548076923076923,1.2218525836227137,53.669725400592206,100.0,4
44,0.9259604995067303,0.734375,1.217468864327177,55.04587218958304,100.0,4
45,0.8382081526976365,0.7596153846153846,1.213159975655582,55.50458778591331,100.0,4
46,0.8585470181245071,0.7668269230769231,1.2088118933756418,56.42201897857386,100.0,4
47,0.7941803932189941,0.78125,1.2044857445113155,55.963302997274134,100.0,4
48,0.7443794333017789,0.8088942307692307,1.200177544847541,56.42201897857386,100.0,4
49,0.7929777365464431,0.7764423076923077,1.1957400457574687,56.88073457490414,100.0,4
50,0.8059846758842468,0.765625,1.1913463970936766,57.33945017123441,100.0,4
51,0.7516266428507291,0.8016826923076923,1.1868923169757248,59.17431255655551,100.0,4
52,0.7348005817486689,0.8076923076923077,1.1824243834259314,59.633028152885785,100.0,4
53,0.6962678478314326,0.8449519230769231,1.17789701146817,60.55045934554634,100.0,4
54,0.8486320192997272,0.7548076923076923,1.1733916986972914,60.55045934554634,100.0,4
55,0.907550206551185,0.7439903846153846,1.1688157910600714,60.55045934554634,100.0,4
56,0.8283493014482352,0.7896634615384616,1.164245504851735,60.55045934554634,100.0,4
57,0.803438622217912,0.7992788461538461,1.1596745755694329,61.009174941876616,100.0,4
58,0.6944538217324477,0.8209134615384616,1.1550770287120014,61.009174941876616,100.0,4
59,0.8059971974446223,0.8016826923076923,1.1504459851378694,61.009174941876616,100.0,4
60,0.8178172730482541,0.7644230769230769,1.14579952419351,61.009174941876616,100.0,4
61,0.8238856792449951,0.7800480769230769,1.141159831930738,61.009174941876616,100.0,4
62,0.8473697717373188,0.7788461538461539,1.1366152621190482,61.00917455690716,100.0,4
63,0.7713526487350464,0.7932692307692307,1.1320535261696631,61.92660574956771,100.0,4
64,0.75660967368346,0.8245192307692307,1.127442410232824,62.38532134589799,100.0,4
65,0.8106218713980454,0.7728365384615384,1.1228310099435508,62.844036942228264,100.0,4
66,0.7525719541769761,0.8317307692307693,1.118169332862994,62.844036942228264,100.0,4
67,0.7406680171306317,0.8317307692307693,1.1136652887414356,63.30275253855854,100.0,4
68,0.6633916451380804,0.8629807692307693,1.1091035921639258,63.761468134888815,100.0,4
69,0.7898049125304589,0.8004807692307693,1.1045031875645348,64.2201837312191,100.0,4
70,0.820687133532304,0.7800480769230769,1.0999318087866548,65.13761492387964,100.0,4
71,0.8342554431695205,0.7740384615384616,1.0953158326105241,65.13761492387964,100.0,4
72,0.7970004861171429,0.8016826923076923,1.0907151064741503,65.59633052020992,100.0,4
73,0.7670026192298303,0.8088942307692307,1.0860679324613798,66.51376171287046,100.0,4
74,0.7375227029506977,0.7824519230769231,1.081475351928571,66.51376171287046,100.0,4
75,0.7922261173908527,0.7896634615384616,1.076858994063981,67.43119290553102,100.0,4
76,0.8005208006271949,0.7884615384615384,1.0722754264096601,67.43119290553102,100.0,4
77,0.720237516439878,0.8377403846153846,1.0677396704297546,67.43119290553102,100.0,4
78,0.7784056801062363,0.8305288461538461,1.0631567097585135,67.43119290553102,100.0,4
79,0.8036776093336252,0.7992788461538461,1.0587083702787348,67.43119290553102,100.0,4
80,0.7857930201750535,0.7992788461538461,1.054277070071719,67.8899085018613,100.0,4
81,0.692609979556157,0.8233173076923077,1.049731382536232,67.8899085018613,100.0,4
82,0.7029156363927401,0.8569711538461539,1.045230745175563,67.8899085018613,100.0,4
83,0.7614774703979492,0.8245192307692307,1.0406676421471692,67.8899085018613,100.0,4
84,0.7366261711487403,0.8125,1.0360819101333618,67.43119290553102,100.0,4
85,0.7627299382136419,0.796875,1.0314782748528577,67.43119290553102,100.0,4
86,0.6735715315892146,0.8533653846153846,1.026933558490298,67.8899085018613,100.0,4
87,0.6344696237490728,0.8497596153846154,1.0224307469271738,68.34862409819156,100.0,4
88,0.6948568454155555,0.8449519230769231,1.0177741302262753,68.34862409819156,100.0,4
89,0.7501966036283053,0.8317307692307693,1.013143318508743,69.72477127215184,100.0,4
90,0.6846514160816486,0.8557692307692307,1.0085578194451987,69.72477127215184,100.0,4
91,0.8248765422747686,0.7680288461538461,1.0040250436975322,70.6422024648124,100.0,4
92,0.7893458696512076,0.8161057692307693,0.9995379196394474,70.6422024648124,100.0,4
93,0.7870566523992099,0.8004807692307693,0.9950642257655432,70.6422024648124,100.0,4
