Model,Accuracy,F1-Score,Sensitivity,Specificity,TPR,FPR,PPV,NPV,AUC,acc_1,acc_2,acc_3,acc_4
CSWin_64_12211_tiny_224_fold_3,0.8275862068965517,0.8253436915018608,0.8318629625320555,0.9430802708309984,0.8318629625320555,0.5202922077922078,0.8219062679700977,0.9417843267269496,0.9691617804428445,0.9393939393939394,0.8214285714285714,0.7368421052631579,0.8297872340425532
